channel_sales,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,margin_gross_pow_ele,nb_prod_act,num_years_antig,origin_up,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,churn,date_activ_year,date_activ_month,date_activ_day,date_activ_dayofweek,date_activ_dayofyear,date_end_year,date_end_month,date_end_day,date_end_dayofweek,date_end_dayofyear,date_modif_prod_year,date_modif_prod_month,date_modif_prod_day,date_modif_prod_dayofweek,date_modif_prod_dayofyear,date_renewal_year,date_renewal_month,date_renewal_day,date_renewal_dayofweek,date_renewal_dayofyear,power_utilization_ratio,cons_vs_forecast,discount_impact,total_energy_usage
MISSING,1116,16.26,0.145541,0,44.31137796,f,34.68,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,8.09E-06,0,0,3.49E-13,0,5.04E-06,0,0,0,0,2010,1,21,3,21,2017,1,21,5,21,2015,11,16,0,320,2016,1,22,4,22,38.38890493,5424.21,0,6383
usilxuppasemubllopkaafesmlibmsdf,0,19.49,0.147506,0,45.80687796,f,22.89,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.78E-06,0,0,0.234578689,0,3.23E-06,0,0,0.469157621,0,2011,11,23,2,327,2016,11,23,2,328,2011,11,23,2,327,2015,11,24,1,328,42.35229022,5983.7,0,7042
lmkebamcaaclubfxadlmueccxoimlema,1466,128.19,0.116509,0.101397,40.606701,t,60.84,3,5,lxidpiddsbxsbosboudacockeimpuepw,1.50E-05,3.50E-06,4.41E-07,3.44E-12,1.85E-12,9.94E-06,2.71E-06,7.98E-07,0,0,2010,12,8,2,342,2016,12,8,3,343,2014,11,17,0,321,2015,12,9,2,343,65.68,17712.37,0,65499
MISSING,0,16.48,0.145884,0,44.31137796,f,37.56,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.74E-06,0,0,0.008380258,0,2.49E-06,0,0,0.005267621,0,2010,1,1,4,1,2017,1,1,6,1,2010,1,1,4,1,2016,1,2,5,2,87.79444444,15341.37,0,15803
foosdfpfkusacimwkcsosbicdxkicaua,1578,16.68,0.165793,0.088539,44.31137796,f,14.57,1,7,ldkssxwpmemidmecebumciepifcamkci,1.54E-06,2.10E-06,0,0.008380226,0,9.69E-07,1.32E-06,0,0.005267621,0,2009,7,14,1,195,2016,7,14,3,196,2009,7,14,1,195,2015,7,15,2,196,88.00322061,10152.04,0,10930
ewpakwlliwisiwduibdlfmalxowmwpci,4700,10.37,0.164058,0.086163,44.31137796,f,29.76,1,3,lxidpiddsbxsbosboudacockeimpuepw,4.77E-06,9.42E-07,0,0.006464721,0,3.57E-06,9.45E-08,0,0,0,2013,3,16,5,75,2016,3,16,2,76,2013,3,16,5,75,2015,3,17,1,76,87.12905452,13512.02,0,15150
MISSING,0,16.44,0.145711,0,44.31137796,f,10.08,1,5,ldkssxwpmemidmecebumciepifcamkci,4.39E-06,0,0,0.006464779,0,2.84E-06,0,0,0.009481719,0,2010,9,15,2,258,2016,9,15,3,259,2010,9,15,2,258,2015,9,16,2,259,26.06973313,2763.67,0,3251
ewpakwlliwisiwduibdlfmalxowmwpci,668,16.89,0.142822,0,44.31137796,f,15.5,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,7.97E-06,0,0,0.008380226,0,2.37E-06,0,0,0.005267621,0,2010,7,9,4,190,2016,7,9,5,191,2015,5,23,5,143,2015,7,10,4,191,30.88636364,3475.38,0,4077
MISSING,1474,0,0.115174,0.098837,40.606701,f,12.9,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.64E-05,2.76E-06,2.16E-06,1.111317271,49.51443841,1.04E-05,1.92E-06,2.41E-06,0.007077419,0,2009,8,1,5,213,2016,8,1,0,214,2009,8,1,5,213,2015,8,2,6,214,65.068438,14423.54,0,16163
foosdfpfkusacimwkcsosbicdxkicaua,0,17.27,0.159815,0.081173,44.31137796,f,4.83,2,3,ldkssxwpmemidmecebumciepifcamkci,8.58E-06,2.38E-06,0,0.008380239,0,7.11E-06,3.20E-06,0,0,1,2012,10,24,2,298,2016,11,18,4,323,2015,11,18,2,322,2015,10,25,6,298,415.1207729,48088.79,0,51558
foosdfpfkusacimwkcsosbicdxkicaua,64,127.81,0.120372,0.103487,40.606701,f,37.39,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.55E-05,3.72E-06,1.78E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2012,3,13,1,73,2016,3,13,6,73,2012,3,13,1,73,2015,3,16,0,75,8.838383838,1573.99,0,1750
foosdfpfkusacimwkcsosbicdxkicaua,4095,130.67,0.118636,0.10175,40.606701,f,23.66,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.83E-05,5.06E-06,2.98E-07,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2012,3,10,5,70,2016,3,10,3,70,2012,3,10,5,70,2015,3,11,2,70,163.4280303,46491.53,0,51774
foosdfpfkusacimwkcsosbicdxkicaua,2495,167.76,0.114025,0.097683,40.606701,f,23.99,1,5,lxidpiddsbxsbosboudacockeimpuepw,2.19E-05,5.70E-06,1.10E-06,0.005428835,0.001954466,1.38E-05,3.85E-06,2.28E-06,0.007962096,0,2010,9,4,5,247,2016,9,4,6,248,2015,8,27,3,239,2015,9,5,5,248,63.78,35949.65,0,38268
foosdfpfkusacimwkcsosbicdxkicaua,3230,129.61,0.115761,0.099419,40.606701,f,25.44,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.89E-05,4.06E-06,1.53E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,1,2012,4,4,2,95,2016,4,4,0,95,2015,4,15,2,105,2015,4,5,6,95,334.7869138,80739.15,0,84527
foosdfpfkusacimwkcsosbicdxkicaua,0,16.55,0.142065,0,44.31137796,f,27.52,1,6,lxidpiddsbxsbosboudacockeimpuepw,3.73E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2010,6,30,2,181,2016,6,10,4,162,2014,6,10,1,161,2015,6,23,1,174,52.28696742,7134.46,0,8345
MISSING,19,132.11,0.11691,0.100572,40.606701,t,42.48,2,6,ldkssxwpmemidmecebumciepifcamkci,2.15E-05,5.24E-06,3.94E-07,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,1,2010,4,27,1,117,2016,4,27,2,118,2010,4,27,1,117,2015,4,28,1,118,7.549019608,1520.41,0,1583
foosdfpfkusacimwkcsosbicdxkicaua,0,13.8,0.182936,0,47.80087836,f,48.6,1,4,lxidpiddsbxsbosboudacockeimpuepw,5.28E-06,0,0,3.49E-13,0,3.32E-06,0,0,0,0,2012,2,3,4,34,2016,2,27,5,58,2015,12,17,3,351,2015,3,9,0,68,9.887413395,1331.34,1.00610848,1644
foosdfpfkusacimwkcsosbicdxkicaua,0,16.16,0.14531,0,44.31137796,f,21.48,1,4,ldkssxwpmemidmecebumciepifcamkci,3.82E-06,0,0,0.007661917,0,3.32E-06,0,0,0,0,2012,4,12,3,103,2016,4,12,1,103,2015,3,9,0,68,2015,4,13,0,103,36.30196305,3850.28,0,4527
foosdfpfkusacimwkcsosbicdxkicaua,0,18.47,0.144902,0,44.31137796,f,17.62,1,6,lxidpiddsbxsbosboudacockeimpuepw,3.11E-06,0,0,0.008380226,0,1.95E-06,0,0,0.005267621,0,2010,7,21,2,202,2016,7,21,3,203,2010,7,21,2,202,2015,7,22,2,203,25.83333333,3297.76,0,3875
foosdfpfkusacimwkcsosbicdxkicaua,911,132.53,0.1169,0.100015,40.606701,f,37.39,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.48E-05,3.55E-06,2.52E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2010,1,11,0,11,2016,3,9,2,69,2010,1,11,0,11,2015,3,10,1,69,40.45959596,7210.71,0,8011
foosdfpfkusacimwkcsosbicdxkicaua,1114,16.78,0.14531,0,44.31137796,f,26.04,1,4,ldkssxwpmemidmecebumciepifcamkci,5.86E-06,0,0,3.82E-13,0,3.92E-06,0,0,0,0,2012,1,24,1,24,2017,1,24,1,24,2015,11,17,1,321,2016,1,25,0,25,52.67673852,5585.63,0,6569
MISSING,177,19.34,0.146694,0,44.31137796,f,26.04,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.56E-06,0.000608945,0,0.00646476,0,2.89E-06,0,0,0.009481719,0,2010,2,17,2,48,2016,2,17,2,48,2010,2,17,2,48,2015,2,18,2,49,9.422312035,997.79,0,1175
foosdfpfkusacimwkcsosbicdxkicaua,936,15.16,0.144152,0,44.31137796,f,34.68,1,5,lxidpiddsbxsbosboudacockeimpuepw,7.53E-06,0.001494684,0,3.49E-13,0,5.09E-06,0.001948625,0,0,0,2011,1,1,5,1,2017,1,1,6,1,2015,11,18,2,322,2016,1,2,5,2,50.39137765,7117.82,0,8369
usilxuppasemubllopkaafesmlibmsdf,1381,130.31,0.120372,0.103487,40.606701,f,31.32,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.55E-05,3.72E-06,1.78E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2012,3,3,5,63,2016,3,3,3,63,2012,3,3,5,63,2015,3,6,4,65,73.58601312,13981.16,0,15295
usilxuppasemubllopkaafesmlibmsdf,1078,129.59,0.118646,0.102308,40.606701,f,32.48,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.35E-05,3.00E-06,5.47E-06,0.006434301,0.002316348,1.11E-05,2.90E-06,4.86E-10,0,0,2012,4,18,2,109,2016,4,18,0,109,2013,9,16,0,259,2015,4,21,1,111,76.09166667,16951.69,0,18262
foosdfpfkusacimwkcsosbicdxkicaua,2037,0,0.144902,0,44.31137796,f,18.62,1,7,ldkssxwpmemidmecebumciepifcamkci,3.11E-06,0,0,0.008380226,0,1.95E-06,0,0,0.005267621,0,2009,7,2,3,183,2016,7,2,5,184,2009,7,2,3,183,2015,7,4,5,185,50.00631313,6741.96,0,7921
foosdfpfkusacimwkcsosbicdxkicaua,5512,18.37,0.143166,0,44.31137796,t,10.84,2,4,lxidpiddsbxsbosboudacockeimpuepw,4.70E-06,0,0,0.004788714,0,3.04E-06,0,0,0.008428194,0,2011,9,30,4,273,2016,9,30,4,274,2011,9,30,4,273,2015,10,1,3,274,353.2533333,48379.28,0,77102
foosdfpfkusacimwkcsosbicdxkicaua,0,13.87,0.165793,0.088539,44.31137796,f,10.03,1,6,ldkssxwpmemidmecebumciepifcamkci,8.17E-05,1.60E-06,0,0.004788714,0,7.90E-05,3.13E-06,0,0.008428194,0,2009,9,29,1,272,2016,9,29,3,273,2009,9,29,1,272,2015,9,30,2,273,13.01127214,1397.29,0,1616
MISSING,0,19.47,0.144902,0,44.31137796,f,19.2,1,6,ldkssxwpmemidmecebumciepifcamkci,4.65E-06,0.000608945,0,0.008619647,0,3.64E-06,0.001217891,0,0.005267621,0,2010,5,1,5,121,2016,5,1,6,122,2010,5,1,5,121,2015,5,2,5,122,7351.095394,915697.13,0,916711
foosdfpfkusacimwkcsosbicdxkicaua,391,0,0.145711,0,44.31137796,f,30.98,1,3,lxidpiddsbxsbosboudacockeimpuepw,7.01E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2013,4,29,0,119,2016,4,29,4,120,2013,4,29,0,119,2015,4,30,3,120,12.63333333,1931.77,0,2274
foosdfpfkusacimwkcsosbicdxkicaua,0,13.57,0.167093,0.088449,45.81137796,f,18.99,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.30E-06,2.79E-07,0,0.230328714,0,3.66E-06,5.96E-07,0,0.437815719,0,2009,11,6,4,310,2016,11,6,6,311,2015,12,4,4,338,2015,11,9,0,313,41.71737367,5165.4,0,5759
lmkebamcaaclubfxadlmueccxoimlema,4168,132.11,0.112922,0.09781,40.606701,f,18.96,1,6,ldkssxwpmemidmecebumciepifcamkci,1.98E-05,4.77E-06,8.33E-07,0.004021438,0.001447718,1.40E-05,3.37E-06,7.86E-08,0,0,2010,2,24,2,55,2016,2,23,1,54,2015,11,12,3,316,2015,6,23,1,174,221.6578947,45092.16,0,50538
foosdfpfkusacimwkcsosbicdxkicaua,0,15.15,0.147506,0,45.80687796,f,18.12,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.78E-06,0,0,0.234578658,0,3.23E-06,0,0,0.469157621,0,2012,6,18,0,170,2016,10,18,1,292,2013,12,4,2,338,2015,10,19,0,292,22.1875,2351.66,0,2769
foosdfpfkusacimwkcsosbicdxkicaua,0,17.13,0.142881,0,46.30537836,f,28.02,1,6,ldkssxwpmemidmecebumciepifcamkci,1.40E-05,0,0,0.395227091,0,1.01E-05,0,0,0.790454578,0,2009,11,10,1,314,2016,11,10,3,315,2015,9,18,4,261,2015,11,11,2,315,17.79012702,2512.1,0,2958
foosdfpfkusacimwkcsosbicdxkicaua,341,18.7,0.186188,0,45.80687796,f,46.32,1,4,lxidpiddsbxsbosboudacockeimpuepw,0.000163785,0.000608945,0,0.186003136,0,3.32E-06,0,0,0,0,2012,2,7,1,38,2016,2,25,3,56,2015,12,17,3,351,2015,2,26,3,57,8.623737374,1107.16,1.715265768,1366
foosdfpfkusacimwkcsosbicdxkicaua,800,128.89,0.115237,0.100123,40.9390266,f,25.46,1,4,lxidpiddsbxsbosboudacockeimpuepw,1.50E-05,2.49E-06,1.89E-06,0.050371707,0.038011404,9.62E-06,2.94E-06,2.82E-06,0.073877909,1,2011,9,10,5,253,2016,9,14,2,258,2011,9,10,5,253,2015,9,15,1,258,29.04069767,5357.14,0,5994
foosdfpfkusacimwkcsosbicdxkicaua,0,130.45,0.114603,0.098261,40.606701,f,35.59,1,6,lxidpiddsbxsbosboudacockeimpuepw,3.56E-05,1.20E-05,5.64E-07,0.007037428,0.002533545,1.51E-05,3.57E-06,2.62E-07,0.004423387,0,2010,7,2,4,183,2016,7,2,5,184,2015,6,20,5,171,2015,7,4,5,185,0.031685678,8.91,0,10
lmkebamcaaclubfxadlmueccxoimlema,0,0,0.145711,0,44.31137796,f,21.24,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.23E-06,0,0,0.008380239,0,3.32E-06,0,0,0,0,2010,5,18,1,138,2016,5,18,2,139,2010,5,18,1,138,2015,5,20,2,140,16585.78261,2287574.31,0,2288838
foosdfpfkusacimwkcsosbicdxkicaua,150,18.37,0.273963,0,59.26637796,f,197.28,1,3,lxidpiddsbxsbosboudacockeimpuepw,0.001231134,0,0,18.60029783,0,3.32E-06,0,0,0,1,2013,1,21,0,21,2017,1,21,5,21,2013,1,21,0,21,2016,1,22,4,22,3.346007605,385.95,0,528
usilxuppasemubllopkaafesmlibmsdf,357,143.41,0.11691,0.100572,40.606701,t,29.85,2,3,lxidpiddsbxsbosboudacockeimpuepw,2.32E-05,5.54E-06,4.35E-07,0.007238536,0.002605915,1.11E-05,2.90E-06,4.86E-10,0,0,2013,6,17,0,168,2016,6,17,4,169,2013,7,5,4,186,2015,6,23,1,174,20.41919192,3626.69,0,18332
lmkebamcaaclubfxadlmueccxoimlema,0,19.61,0.146694,0,44.31137796,t,27.32,3,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.40E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2011,4,18,0,108,2016,4,18,0,109,2011,4,18,0,108,2015,4,19,6,109,317.1906566,48813.94,0,78309
foosdfpfkusacimwkcsosbicdxkicaua,2741,18.07,0.143166,0,44.31137796,t,11.7,2,3,lxidpiddsbxsbosboudacockeimpuepw,4.10E-06,0,0,0.007661943,0,2.63E-06,0,0,0.008428194,0,2012,8,17,4,230,2016,8,17,2,230,2012,8,17,4,230,2015,8,18,1,230,102.7348485,11563.65,0,13838
foosdfpfkusacimwkcsosbicdxkicaua,310,16.26,0.142881,0,46.30537836,f,28.02,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,1.48E-05,0,0,0.395227131,0,3.16E-06,0,0,0.790454578,0,2009,11,11,2,315,2016,11,11,4,316,2015,9,19,5,262,2015,11,12,3,316,11.09627598,1571.67,0,1845
foosdfpfkusacimwkcsosbicdxkicaua,0,18.32,0.145711,0,44.31137796,f,17.62,1,4,lxidpiddsbxsbosboudacockeimpuepw,4.59E-06,0.000608945,0,0.007661943,0,3.17E-06,0.001217891,0,0.008428194,0,2012,7,30,0,212,2016,7,30,5,212,2013,10,30,2,303,2015,7,31,4,212,89.19333333,12526.68,0,13379
MISSING,0,16.44,0.144902,0,44.31137796,f,12.82,1,6,ldkssxwpmemidmecebumciepifcamkci,4.02E-06,0,0,0.006464779,0,2.71E-06,0,0,0.009481719,0,2009,9,17,3,260,2016,9,17,5,261,2009,9,17,3,260,2015,9,18,4,261,13.40277778,1806.53,0,2123
lmkebamcaaclubfxadlmueccxoimlema,38,133.73,0.11536,0.100243,41.2713642,f,37.44,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.04E-05,9.34E-06,1.08E-06,0.10427343,0.08853556,2.17E-05,6.73E-06,1.36E-06,0.18352044,1,2009,10,22,3,295,2016,10,25,1,299,2015,9,20,6,263,2015,10,27,1,300,9.310490412,1649.23,0,1676
MISSING,0,14.62,0.147506,0,45.80687796,f,26.2,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.24E-06,0,0,0.426506929,0,3.01E-06,0,0,0.750652194,0,2010,10,26,1,299,2016,10,25,1,299,2010,10,26,1,299,2015,10,28,2,301,104.0277778,18311.62,0,18725
foosdfpfkusacimwkcsosbicdxkicaua,5111,141.68,0.115939,0.100823,40.606701,f,5.76,1,3,ldkssxwpmemidmecebumciepifcamkci,5.56E-05,3.70E-05,0.000464963,1.119447685,49.47802928,0.000113749,5.24E-05,0.000921027,2.170223106,0,2012,10,3,2,277,2016,10,3,0,277,2015,9,18,4,261,2015,10,4,6,277,200.0846756,37234.72,0,41588
foosdfpfkusacimwkcsosbicdxkicaua,0,16.49,0.164057,0.086803,44.31137796,t,14.7,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.88E-06,7.84E-07,0,0.007661943,0,2.56E-06,1.15E-06,0,0.008428194,0,2009,8,1,5,213,2016,8,1,0,214,2009,8,1,5,213,2015,8,2,6,214,141.2204099,20920.6,0,31394
lmkebamcaaclubfxadlmueccxoimlema,1651,16.11,0.164637,0.087381,44.31137796,t,17.22,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.79E-06,4.09E-06,0,0.008380194,0,3.57E-06,9.45E-08,0,0,0,2010,5,13,3,133,2016,5,13,4,134,2010,5,13,3,133,2015,5,18,0,138,4297.961573,534285.77,0,683165
ewpakwlliwisiwduibdlfmalxowmwpci,4676,16.27,0.143478,0,44.31137796,f,2.8,1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.17E-06,0,0,0,0,3.94E-06,0,0,0,0,2011,12,7,2,341,2016,12,7,2,342,2015,11,1,6,305,2015,12,8,1,342,611.3115858,72388.04,0,76233
foosdfpfkusacimwkcsosbicdxkicaua,6003,13.83,0.143166,0,44.31137796,f,21.81,1,4,lxidpiddsbxsbosboudacockeimpuepw,3.94E-06,0,0,0,0,3.32E-06,0,0,0,0,2012,5,28,0,149,2016,5,28,5,149,2014,4,23,2,113,2015,6,3,2,154,222.148289,29900.72,0,35055
MISSING,2740,16.86,0.16464,0.087382,44.31137796,f,10.08,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.79E-06,2.27E-06,0,0.00646476,0,3.30E-06,4.63E-06,0,0.009481719,0,2009,9,4,4,247,2016,9,4,6,248,2015,7,12,6,193,2015,9,5,5,248,73.92705928,8377.74,0,9219
MISSING,0,40.69,0.164635,0.086741,44.31137796,t,27.32,3,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.42E-06,1.03E-06,0,0.007661891,0,3.57E-06,9.45E-08,0,0,0,2011,4,8,4,98,2016,4,8,4,99,2011,4,8,4,98,2015,4,12,6,102,27.73989899,3836.95,0,4394
lmkebamcaaclubfxadlmueccxoimlema,0,44.53,0.164637,0.087381,44.31137796,f,16.66,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,3.89E-05,3.37E-06,0,0.008380258,0,3.99E-07,2.25E-06,0,0.005267621,0,2010,7,1,3,182,2016,7,1,4,183,2010,7,1,3,182,2015,7,4,5,185,11992.86616,1894420.71,0,1899670
MISSING,0,15.98,0.146348,0,45.30837756,f,15.12,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.06E-06,0,0,2.95E-13,0,3.06E-06,0,0,0,0,2009,12,7,0,341,2016,12,7,2,342,2014,10,17,4,290,2015,12,8,1,342,53.47853535,7602.03,0,8471
MISSING,944,132.5,0.11286,0.095969,40.606701,f,40.8,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,2.62E-05,1.02E-05,3.01E-06,3.44E-12,1.85E-12,1.98E-05,9.49E-06,4.41E-06,0,0,2010,1,22,4,22,2017,1,22,6,22,2015,12,16,2,350,2016,1,24,6,24,160.8455882,38008.79,0,39375
lmkebamcaaclubfxadlmueccxoimlema,131,17.58,0.19923,0,45.80687796,f,43.8,2,6,lxidpiddsbxsbosboudacockeimpuepw,0.000402498,0,0,0.37005596,0,2.79E-06,0,0,0.010132527,0,2009,11,3,1,307,2016,3,17,3,77,2015,3,17,1,76,2014,12,18,3,352,11.19333333,1350.39,1.617250587,1679
lmkebamcaaclubfxadlmueccxoimlema,74,9.65,0.145711,0,44.31137796,f,22.44,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.00E-06,0,0,0.008619647,0,3.32E-06,0,0,0,0,2010,6,3,3,154,2016,6,3,4,155,2010,6,3,3,154,2015,6,21,6,172,1029.23913,169704.77,0,170442
MISSING,0,16,0.146348,0,46.30537836,f,20.54,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.28E-06,0,0,3.49E-13,0,3.32E-06,0,0,0,0,2009,12,2,2,336,2016,12,2,4,337,2009,12,2,2,336,2015,12,3,3,337,19.0370798,2017.02,0,2374
MISSING,1477,131.79,0.115174,0.098837,40.606701,f,94.2,1,12,ldkssxwpmemidmecebumciepifcamkci,1.72E-05,4.06E-06,3.80E-06,0.005428942,0.001954419,1.11E-05,2.90E-06,4.86E-10,0,0,2004,3,30,1,90,2016,3,30,2,90,2004,3,30,1,90,2015,3,31,1,90,21.69627862,8851.94,0,9818
usilxuppasemubllopkaafesmlibmsdf,62,14.05,0.161165,0.083909,44.31137796,f,26.04,1,4,lxidpiddsbxsbosboudacockeimpuepw,2.37E-06,1.06E-06,0,0.00766193,0,2.14E-06,1.50E-06,0,0.008428194,1,2012,1,20,4,20,2016,8,26,4,239,2014,8,26,1,238,2015,8,27,3,239,17.68988966,1931.7,0,2206
foosdfpfkusacimwkcsosbicdxkicaua,3690,39.77,0.118636,0.10175,40.606701,t,24,2,4,lxidpiddsbxsbosboudacockeimpuepw,8.90E-05,8.95E-05,0.001150487,2.801678372,121.1758192,0.000149293,9.44E-05,0.001507229,3.652555312,0,2012,2,1,2,32,2016,2,1,0,32,2012,2,1,2,32,2015,2,9,0,40,16240.15625,3114840.24,0,3586479
MISSING,0,131.42,0.11691,0.100572,40.606701,f,31.26,1,5,ldkssxwpmemidmecebumciepifcamkci,2.24E-05,5.39E-06,4.27E-07,0.007037517,0.002533506,1.11E-05,2.90E-06,4.86E-10,0,0,2011,5,5,3,125,2016,5,5,3,126,2011,5,5,3,125,2015,5,6,2,126,0,0,0,0
MISSING,0,16.79,0.146694,0,44.31137796,f,21.38,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.40E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2010,4,6,1,96,2016,4,6,2,97,2010,4,6,1,96,2015,4,8,2,98,16.11916264,1698.91,0,2002
MISSING,0,18.47,0.144038,0,45.81137796,f,19.52,1,6,lxidpiddsbxsbosboudacockeimpuepw,8.26E-06,0,0,3.49E-13,0,6.10E-06,0,0,0,0,2009,12,29,1,363,2016,12,29,3,364,2015,11,1,6,305,2015,12,30,2,364,31.09333333,3967.07,0,4664
foosdfpfkusacimwkcsosbicdxkicaua,0,15.98,0.146348,0,45.80687796,f,18.12,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,4.44E-06,0,0,0.426506746,0,2.99E-06,0,0,0.750652194,0,2009,10,14,2,287,2016,10,14,4,288,2009,10,14,2,287,2015,10,15,3,288,119.3065178,13945.97,0,14878
foosdfpfkusacimwkcsosbicdxkicaua,4444,142.4,0.148299,0.125137,41.1052014,t,144.35,2,4,lxidpiddsbxsbosboudacockeimpuepw,9.27E-06,5.99E-06,1.86E-05,0.00721136,0.002638236,1.11E-05,2.90E-06,4.86E-10,0,0,2012,4,27,4,118,2016,3,23,2,83,2014,6,20,4,171,2015,3,25,2,84,67.5133792,30671.44,0.039585017,55498
foosdfpfkusacimwkcsosbicdxkicaua,0,130.85,0.11691,0.100572,40.606701,f,23.4,1,3,lxidpiddsbxsbosboudacockeimpuepw,1.68E-05,3.13E-06,2.83E-06,0,0,1.11E-05,2.90E-06,4.86E-10,0,0,2013,5,16,3,136,2016,5,16,0,137,2014,4,15,1,105,2015,5,20,2,140,89.59848485,21231.35,0,23654
lmkebamcaaclubfxadlmueccxoimlema,0,0,0.146694,0,44.31137796,t,27.32,2,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.40E-06,0,0,0.007661891,0,3.32E-06,0,0,0,0,2010,4,7,2,97,2016,4,7,3,98,2010,4,7,2,97,2015,4,8,2,98,9869.438131,1562343.46,0,1563319
lmkebamcaaclubfxadlmueccxoimlema,4443,16.56,0.161454,0.084198,44.31137796,f,22.95,1,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.89E-06,2.40E-07,0,0.008380194,0,3.57E-06,9.45E-08,0,0,0,2010,5,1,5,121,2016,5,1,6,122,2010,5,1,5,121,2015,5,2,5,122,10464.92494,1737318.81,0,1740024
foosdfpfkusacimwkcsosbicdxkicaua,0,18.71,0.14398,0,44.31137796,f,16.92,1,6,lxidpiddsbxsbosboudacockeimpuepw,6.06E-06,0,0,0.008619647,0,3.32E-06,0,0,0,0,2010,6,10,3,161,2016,6,10,4,162,2015,4,29,2,119,2015,6,14,6,165,68.72273544,7293.72,0,8570
ewpakwlliwisiwduibdlfmalxowmwpci,0,19.54,0.146694,0,44.31137796,f,25.92,1,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,5.55E-06,0,0,3.82E-13,0,3.32E-06,0,0,0,0,2011,1,26,2,26,2017,1,26,3,26,2011,1,26,2,26,2016,1,27,2,27,39.74235105,4935.85,0,4936
usilxuppasemubllopkaafesmlibmsdf,1978,6.51,0.145711,0,44.31137796,f,11.7,1,3,lxidpiddsbxsbosboudacockeimpuepw,4.08E-06,0,0,0.00766193,0,2.62E-06,0,0,0.008428194,0,2012,8,9,3,222,2016,8,9,1,222,2013,10,30,2,303,2015,8,10,0,222,79.16666667,8885.99,0,10450
foosdfpfkusacimwkcsosbicdxkicaua,1232,25.33,0.144902,0,44.31137796,f,19.04,1,7,lxidpiddsbxsbosboudacockeimpuepw,3.11E-06,0,0,0.008380226,0,1.95E-06,0,0,0.005267621,0,2009,7,29,2,210,2016,7,29,4,211,2009,7,29,2,210,2015,7,31,4,212,37.40740741,5158.81,0,6060
MISSING,0,16.1,0.143227,0,44.31137796,t,26.04,3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,8.52E-06,0,0,2.95E-13,0,6.34E-06,0,0,0,0,2010,2,2,1,33,2016,2,2,1,33,2015,12,15,1,349,2015,2,3,1,34,34.03258917,3602.92,0,7712
